X,Y,OBJECTID,ID,Status,MeterID,DualID,Jurisdiction,Block,Street,XStreetA,XStreetB,LocationDescription,Notes,Comments,Installed,Retired,Handicap,LinearFeet,Hours,Manufacturer,Models,MetroAreas,MeterType,NFC,Side,Rate,TourBus,TimeRestriction,AddressNumber,City,County,EstimatedOCI,LocatorAddressNumber,LocatorCity,LocatorStreet,StateValue,Replaced,TotalCost,EntryDate,cgLastModified,GeoSyncDate,Latitude,Longitude,cgGeoSyncDate,BlockFaceID,PerformanceParking,CellZone,Spaces,PricingZone,PricingSubzone,Par1MainGeneralOID
11894148.5638379,6998852.3918829,1840,1742,Active,FE01601S,,Arlington County,1600,S FERN ST,15th ST S,18th ST S,54340 - FE01601S,"There are two Multi-Meters ID: FE01601S, FE01701S  in this Parallet Parking 11/19/22",INSTALLED 7/27/15,2015/07/27 00:00:00+00,,No,139.5,12,CALE,CWT,Crystal City,Multi,No,East,1.50,No,MON - FRI 8AM - 8PM,,,,41.04,,,,,2015/07/27 00:00:00+00,3.25,2019/05/09 11:43:08+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.85827692,-77.05580891,,SFE1518E,Yes,54340,6.9699998,Zone 150,A,1050680571
11885564.9300866,7010432.44615056,1841,811,Active,66N,,Arlington County,2100,CLARENDON BLVD,CLARENDON BLVD,15th ST N,54471 - 66N,G1 Level,Performance Parking No,2018/02/06 00:00:00+00,,No,20,4,IPS,M5,Courthouse,Single,Yes,North,1.75,No,MON - FRI 8AM - 5PM,,,,97.99,,,,,2024/03/27 00:00:00+00,0,2019/05/09 11:42:46+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.89043587,-77.08532202,,BOZG,No,54471,1,Zone 115,,1050902006
11894784.0619107,6999241.98952889,1842,1374,Active,EA01500S,,Arlington County,1500,S EADS ST,15th ST S,18th ST S,54662 - EA01500S,FORMERLY EA01600 8/18/2020,INSTALLED 7/22/09,2009/07/22 00:00:00+00,,No,223,12,CALE,CWT-S4-Touch Stealth,Crystal City,Multi,No,West,1.50,No,MON - FRI 8AM - 8PM,,,,99.65,,,,,2020/08/18 00:00:00+00,5.5,2019/05/09 11:43:00+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.85931906,-77.05355594,,SEA1518W,Yes,54662,11.15,Zone 152,A,1051104549
11887854.265731,7011173.52111198,1843,2670,Permanently Removed,QE1607N,QE1605N,Arlington County,1600,N QUEEN ST,16th ST N,CLARENDON BLVD,,"15 TO 16, 17 TO CLARENDON",PERM REMOVED CALE CONVERSION 12/29/2016,1970/01/02 00:00:00+00,2016/12/29 00:00:00+00,No,20,,Duncan,,Rosslyn,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:32+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.89237328,-77.07723953,,NQUCL16E,No,54531,1,,,1053091380
11886513.9432804,7010169.41747715,1844,242,Permanently Removed,141906N,,Arlington County,1900,14th ST N,N TAFT ST,N TROY ST,,CONVERTED TO MULTISPACE 10/24/15,,1970/01/02 00:00:00+00,2015/10/24 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:30+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88967355,-77.08200253,,N14TATRS,No,54435,1,,,1054013962
11887730.2082363,7011442.87818481,1845,1148,Permanently Removed,CB1700N,,Arlington County,1700,CLARENDON BLVD,N QUINN ST,N QUEEN ST,,Temp. Removal for PWT1200131 Construction Permit,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:54+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.89311805,-77.07766067,,,No,0,1,,,1055342868
11883240.0138046,7008147.75616615,1846,1953,Active,GA900N,GA902N,Arlington County,900,N GARFIELD ST,10th ST N,9th ST N,54256 - GA900N,REINSTALLED 10/25/2016,INSTALL DATE- UNKNOWN,2016/10/25 00:00:00+00,,No,20,4,IPS,M5,Clarendon,Double,Yes,West,1.75,No,MON - SAT 8AM - 8PM,,,,94.97,,,,,2020/09/04 00:00:00+00,0,2019/05/09 11:43:13+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.88426154,-77.09361214,,NGA109TW,Yes,54256,1,Zone 125,B,1057003277
11882027.0037635,7009144.99236064,1847,2170,Permanently Removed,IR1209N,,Arlington County,1200,N IRVING ST,WILSON BLVD,13th ST N,,CONVERTED TO MULTISPACE 10/14/15,,1970/01/02 00:00:00+00,2015/10/14 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:20+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88705031,-77.09781943,,,No,54239,1,,,1057176643
11886441.9568758,7004211.05570623,1848,3500,Active,WA02100S,,Arlington County,2100,WASHINGTON BLVD,S WALTER REED DR,ARLINGTON BLVD,54623 - WA02100S,,INSTALLED 4/4/18,2018/04/04 00:00:00+00,,No,75,2,CALE,CWT,Sequoia,Multi,No,South,0.75,No,MON - SAT 8AM - 8PM,,,,99.57,,,,,2018/04/04 00:00:00+00,3.25,2019/05/09 11:43:52+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.87331846,-77.0825786,,,No,54623,3.75,,,1058206314
11881427.7805525,7007664.7699274,1849,3806,Active,KEH801N,,Arlington County,800,N KENMORE ST,WILSON BLVD,6th ST N,,,,2023/11/08 00:00:00+00,,Yes,20,4,IPS,M5,Virginia Square,Single,Yes,East,1.75,No,MON - SAT 8AM - 8PM,885,,,90.7,3336,,WILSON BLVD,,,0,2023/08/24 08:55:10+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.8830116,-77.10000364,,NKEWI6E,Yes,54907,1,Zone 131,B,1058751889
11887537.7279782,7012319.24618272,1850,2702,Permanently Removed,QN1803N,,Arlington County,1800,N QUINN ST,18th ST N,KEY BLVD,,WILSON TO 18,CONVERTED TO CALE  8/22/15,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:33+00,2024/09/23 10:14:16+00,2024/10/13 02:10:31+00,38.89553222,-77.07828918,,,No,54528,1,,,1059442036
11895196.2362832,6996951.0945044,1851,1254,Permanently Removed,CLA2304S,,Arlington County,2300,S CLARK ST,26th ST S,23rd ST S,,MULTISPACE 10/10/15,,1970/01/02 00:00:00+00,2015/10/10 00:00:00+00,No,20,,POM,,Crystal City,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:57+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.85301177,-77.05223553,,SCL2627W,No,54061,1,,,1059554158
11880208.3948679,7007100.08503315,1852,2625,Permanently Removed,OAL806N,OAL808N,Arlington County,900,N OAKLAND ST,FAIRFAX DR,WILSON BLVD,,CONVERTED TO MULTISPACE 10/17/15,,1970/01/02 00:00:00+00,2015/10/17 00:00:00+00,No,20,,POM,,Virginia Square,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:31+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88151228,-77.10431692,,,No,54185,1,,,1060866062
11884840.6251047,6993581.11764856,1853,2565,Permanently Removed,NE2706S,,Arlington County,2700,S NELSON ST,S FOUR MILE RUN DR,27th ST S,,,Perm Removed 06/11/2016,1970/01/02 00:00:00+00,2016/06/11 00:00:00+00,No,20,,MacKay,,Four Mile Run,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:30+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.84420248,-77.08877648,,,No,54005,1,,,1061290510
11884646.9548884,7009900.27365848,1854,1057,Permanently Removed,BA1302N,,Arlington County,1300,N BARTON ST,FAIRFAX DR,14th ST N,,,PERM REMOVED 08/13/2016,1970/01/02 00:00:00+00,2016/08/13 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:52+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88901364,-77.0885755,,,No,54388,1,,,1061294156
11885410.0455538,7000227.50494631,1855,1514,Permanently Removed,ED1002S,,Arlington County,1000,S EDGEWOOD ST,11th ST S,COLUMBIA PIKE,,,10/7/17 Converted to Cale,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,POM,,Columbia Pike,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:03+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.86242563,-77.08641815,,,No,54576,1,,,1061341500
11879230.0569296,7005434.74617223,1856,2789,Permanently Removed,QU403N,,Arlington County,400,N QUINCY ST,WILSON BLVD,N GLEBE RD,,,PERM REMOVAL 11/19/2016 CALE CONVERSION,1970/01/02 00:00:00+00,2016/11/19 00:00:00+00,No,20,,MacKay,,Virginia Square,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:35+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.87698101,-77.10784199,,,No,54174,1,,,1062089300
11888108.3318239,7012322.26389323,1857,484,Permanently Removed,181537N,,Arlington County,1500,18th ST N,N OAK ST,N QUINN ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:36+00,2024/09/23 10:14:16+00,2024/10/13 02:10:31+00,38.89551623,-77.07628441,,,No,54510,1,,,1063664854
11878660.5367431,7007343.41000581,1858,1678,Active,FA04100N,,Arlington County,4100,FAIRFAX DR,N STAFFORD ST,N RANDOLPH ST,54170 - FA04100N,,INSTALLED 5/21/11,1970/01/02 00:00:00+00,,No,104,2,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,99.85,,,,,2021/06/25 00:00:00+00,3.25,2019/05/09 11:43:07+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.8822448,-77.10974075,,NFASTRAS,Yes,54170,5.1999998,Zone 137,A,1064013978
11878872.5176184,7006785.66177748,1859,2913,Active,RA817N,RA815N,Arlington County,800,N RANDOLPH ST,WILSON BLVD,9th ST N,54114 - RA817N,,"INSTALLED IPS 2/16/18, INSTALL DATE- UNKNOWN",2018/02/16 00:00:00+00,,No,20,2,IPS,M5,Ballston,Double,Yes,East,1.75,No,MON - SAT 8AM - 8PM,,,,99.08,,,,,2018/02/16 00:00:00+00,0,2019/05/09 11:43:38+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.88070473,-77.10902586,,NRAWI9TE,Yes,54114,1,Zone 138,A,1064084924
11884242.3080599,7010187.93450047,1860,3335,Permanently Removed,WI2604N,,Arlington County,2600,WILSON BLVD,N DANVILLE ST,N CLEVELAND ST,,SAT TO FRI,PERM REMOVED 09/24/2016,1970/01/02 00:00:00+00,2016/09/24 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:48+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88982046,-77.08998143,,NWIDACLS,No,54451,1,,,1064178589
11896377.9248647,7002051.85694064,1861,2286,Active,LB0400S,,Arlington County,400,LONG BRIDGE DR,BOUNDARY CHANNEL DR,6th ST S,54082 - LB0400S,,INSTALLED 5/15/14,2014/05/15 00:00:00+00,,No,278,4,CALE,CWT-S4-Touch Stealth,Crystal City,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,75.41,400 498,,LONG BRIDGE DR,,2021/10/15 00:00:00+00,1,2019/05/09 11:43:23+00,2024/10/13 01:01:22+00,2024/10/13 02:10:31+00,38.8669642,-77.04780327,,SLOBO6TN,Yes,54082,13.9,Zone 145,B,1064674405
11886684.2513387,7010564.93374647,1862,313,Permanently Removed,151810N,151808N,Arlington County,1900,15th ST N,N TAFT ST,N SCOTT ST,,REMOVED 9/11/15,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,,,Courthouse,Double,,,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:32+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.89075218,-77.08138279,,N15TASCS,No,54466,1,,,1065725904
11887990.1519421,6994057.51630206,1863,731,Active,262409S,,Arlington County,2400,26th RD S,S GLEBE RD,S BARTON CT,54630 - 262409S,,INSTALLED IPS 3/23/18,1970/01/02 00:00:00+00,,No,20,4,IPS,M5,Long Branch Creek,Single,Yes,North,1.75,No,MON - SAT 8AM - 8PM,,,,92.13,,,,,2019/10/23 00:00:00+00,0,2019/05/09 11:42:43+00,2024/10/13 01:01:23+00,2024/10/13 02:10:31+00,38.84537695,-77.0776938,,S26GLBAN,No,54630,1,,,1065984445
11894890.1479846,6994639.51612231,1864,1497,Permanently Removed,EA2927S,,Arlington County,2900,S EADS ST,32nd ST S,FORT SCOTT DR,,Construction 3/25/16,,1970/01/02 00:00:00+00,2016/03/25 00:00:00+00,No,20,,MacKay,,Crystal City,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:02+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.84667877,-77.05343811,,,No,54029,1,,,1066135991
11894737.220469,6995523.56553531,1865,1474,Permanently Removed,EA2728S,EA2730S,Arlington County,2700,S EADS ST,26th RD S,FORT SCOTT DR,,,10/28/17 CONVERTED TO CALE,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Crystal City,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:02+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.84911247,-77.0539261,,SEA26FOW,No,54032,1,,,1066959519
11883309.2623538,7009611.76439297,1866,1821,Active,FI01300N,,Arlington County,1300,N FILLMORE ST,CLARENDON BLVD,WILSON BLVD,54268 - FI01300N,,INSTALLED 6/19/11,2011/06/19 00:00:00+00,,No,170,2,CALE,CWT-S4-Touch Stealth,Clarendon,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,97.54,,,,,2021/07/31 00:00:00+00,119.62,2019/05/09 11:43:10+00,2024/10/13 01:01:23+00,2024/10/13 02:10:31+00,38.88827794,-77.09329009,,NFICLWIW,Yes,54268,8.5,Zone 121,B,1067133737
11889375.9693805,7011692.83634631,1867,1567,Permanently Removed,FM1707N,FM1705N,Arlington County,1600,FORT MYER DR,FAIRFAX DR,WILSON BLVD,,,,1970/01/02 00:00:00+00,2015/11/13 00:00:00+00,No,20,,MacKay,,Rosslyn,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:04+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.89373414,-77.07186545,,,No,54548,1,,,1068501956
11894538.6424541,6997037.69242831,1868,609,Active,230500S,,Arlington County,500,23rd ST S,S EADS ST,S FERN ST,54072 - 230500S,,INSTALLED 6/18/11,2011/06/18 00:00:00+00,,No,140,2,CALE,CWT-S4-Touch Stealth,Crystal City,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,99.11,,,,,2021/06/15 00:00:00+00,6.5,2019/05/09 11:42:40+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.85327797,-77.05453957,,S23EAFES,Yes,54072,7,Zone 156,B,1068526670
11880194.3919431,7007132.33496864,1869,2629,Permanently Removed,OAL810N,,Arlington County,900,N OAKLAND ST,FAIRFAX DR,WILSON BLVD,,CONVERTED TO MULTISPACE 10/17/15,,1970/01/02 00:00:00+00,2015/10/17 00:00:00+00,No,20,,MacKay,,Virginia Square,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:31+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88160141,-77.10436438,,,No,54185,1,,,1069512958
11877988.9317871,7006362.36078681,1870,285,Active,BCM0100N,,Arlington County,4200,WILSON BLVD,WILSON BLVD,N GLEBE RD,54119 - BCM0100N,Ballston Lot 10 spots,Performance Parking No,1970/01/02 00:00:00+00,,No,,2,CALE,CWT,Ballston,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,0,,,,,,15.25,2019/05/09 11:42:31+00,2024/09/23 10:34:34+00,2024/10/13 02:10:31+00,38.8795793,-77.11215186,,BALL,No,54119,10,Zone 142,A,1069768566
11887344.534467,7011351.17823698,1871,1101,Active,CB01702N,,Arlington County,1700,CLARENDON BLVD,N RHODES ST,N QUINN ST,54488 - CB01702N,,INSTALLED 4/2/11,2011/04/02 00:00:00+00,,No,146,12,CALE,CWT-S4-Touch Stealth,Rosslyn,Multi,No,South,1.50,No,MON - FRI 8AM - 8PM,,,,99.52,,,,,2021/06/09 00:00:00+00,5.5,2019/05/09 11:42:53+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.8928827,-77.07902054,,NCLRHQUS,Yes,54488,7.3000002,Zone 105,B,1070014481
11885573.5718016,7006933.69199322,1872,2387,Active,PDH2201N,,Arlington County,2200,N PERSHING DR,ARLINGTON BLVD,N WAYNE ST,54616 - PDH2201N,,,1970/01/02 00:00:00+00,,Yes,20,4,IPS,M5,Lyon Park,Single,Yes,North,1.75,No,MON - SAT 8AM - 8PM,,,,68.1,,,,,2018/08/28 00:00:00+00,0,2019/05/09 11:43:25+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.88083,-77.08548106,,NPEARWAN,No,54616,1,,,1070352292
11886159.316365,7010626.19871581,1873,346,Active,152013N,,Arlington County,2000,15th ST N,N COURTHOUSE RD,N TAFT ST,54464 - 152013N,CONVERTED TO IPS HC 12/21/2016 THIS METER IS STILL MCKAY. HAS NOT BEEN CONVERTED 12/15/16 CONVERTED TO IPS HANDICAP 9/1/15,"CONVERTED TO REGULAR 5/8/19, INSTALL DATE- UNKNOWN",2016/12/21 00:00:00+00,,No,20,2,IPS,M5,Courthouse,Single,Yes,North,1.75,No,MON - SAT 8AM - 8PM,,,,99.16,,,,,2018/12/27 00:00:00+00,10,2019/05/09 11:42:33+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.89094263,-77.08322351,,N15COTAN,Yes,54464,1,Zone 111,A,1070781163
11888412.6944041,7012636.53327781,1874,2234,Permanently Removed,KB1421N,,Arlington County,1400,KEY BLVD,N ODE ST,N OAK ST,,,PERM REMOVED 08/13/2016,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:22+00,2024/09/23 10:14:16+00,2024/10/13 02:10:31+00,38.89636605,-77.07519801,,,No,54517,1,,,1071303597
11889352.6075505,7011903.44616131,1875,1846,Permanently Removed,FM1719N,,Arlington County,1700,FORT MYER DR,FAIRFAX DR,WILSON BLVD,,12 TO 2,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:11+00,2024/09/23 10:14:16+00,2024/10/13 02:10:31+00,38.89431334,-77.07193601,,,No,54548,1,,,1072204786
11892952.2145246,6999505.3492384,1876,2023,Permanently Removed,HA1506S,,Arlington County,1500,S HAYES ST,18th ST S,15th ST S,,,PERM REMOVED 6/18/2016,1970/01/02 00:00:00+00,2016/06/18 00:00:00+00,No,20,,MacKay,,Pentagon City,Single,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:15+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.86012116,-77.05997367,,SHA1518S,No,54362,1,Zone 13,B,1072255524
11880548.2668916,7007504.99892148,1877,884,Permanently Removed,93601N,93603N,Arlington County,3600,9th ST N,N MONROE ST,N NELSON ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Virginia Square,Double,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:48+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.88260975,-77.10310149,,,No,54213,1,,,1073532841
11888880.7955021,7013022.06072198,1878,2497,Active,NA01902N,,Arlington County,1900,N NASH ST,KEY BLVD,LANGSTON BLVD,54545 - NA01902N,,INSTALLED 6/19/15,2015/06/19 00:00:00+00,,No,165,2,CALE,CWT-S4-Touch Stealth,Rosslyn,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,97.03,,,,,2024/03/25 00:00:00+00,3.25,2019/05/09 11:43:28+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.89740452,-77.07353245,,NNAKELAW,Yes,54545,8.25,Zone 102,B,1073849413
11886737.9326618,7011302.67078806,1879,3244,Active,WI01900N,,Arlington County,1900,WILSON BLVD,N RHODES ST,N COURTHOUSE RD,54460 - WI01900N,,"REINSTALLED 5/1/14, REMOVED 11/13/13, Cons Temp Rem 9/13/13,  INSTALLED 4/30/11",2011/04/30 00:00:00+00,,No,194,2,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,96.97,,,,,2021/09/25 00:00:00+00,7.75,2019/05/09 11:43:46+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.89277529,-77.08115416,,NWIRHCOS,Yes,54460,9.6999998,Zone 110,B,1073936256
11887530.8480707,7012382.37991473,1880,2705,Permanently Removed,QN1809N,,Arlington County,1800,N QUINN ST,18th ST N,KEY BLVD,,"WILSON TO 18, 2 TO 12, SAT TO FRI",CONVERTED TO CALE  8/22/15,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:33+00,2024/09/23 10:14:16+00,2024/10/13 02:10:31+00,38.89570584,-77.07830991,,,No,54528,1,,,1073961292
11863589.172529,7008710.94926548,1881,3192,Permanently Removed,WES02201N,,Arlington County,2200,N WESTMORELAND ST,LANGSTON BLVD,19th RD N,,,INSTALLED ON 07/09/2016,2016/07/09 00:00:00+00,2021/10/15 00:00:00+00,No,,2,CALE,CWT,East Falls Church,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,,,,,,2016/07/09 00:00:00+00,0,2019/05/09 11:43:44+00,2023/04/27 14:58:17+00,2024/10/13 02:10:31+00,38.88661403,-77.16260925,,NWELA19N,No,54598,4,,,1074484661
11887632.3888781,7011415.0242379,1882,1153,Permanently Removed,CB1710N,,Arlington County,1700,CLARENDON BLVD,N QUEEN ST,N QUINN ST,,Temp. Removed for Construction Permit #PWT1200131,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,,,Rosslyn,Single,,,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:54+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.89304575,-77.07800583,,,No,0,1,,,1074945607
11891927.3005639,7000505.26324905,1883,2197,Permanently Removed,JO1329S,,Arlington County,1300,S JOYCE ST,ARMY NAVY DR,15th ST S,,CONVERTED TO MULTISPACE 10/14/15,,2011/09/07 00:00:00+00,2015/10/14 00:00:00+00,No,20,,POM,,Pentagon City,Double,,East,,No,,,,,,,,,,2011/09/07 00:00:00+00,0,2019/05/09 11:43:21+00,2023/04/28 16:19:27+00,2024/10/13 02:10:31+00,38.86291042,-77.06351759,,SJOAR15E,No,54376,1,,,1075640094
11896548.3543139,7001975.94764364,1884,2302,Active,LBPH16S,LBP17S,Arlington County,400,LONG BRIDGE DR,6th ST S,BOUNDARY CHANNEL DR,54086 - LBPH16S,,INSTALLED 11/4/11,2011/11/04 00:00:00+00,,Yes,20,4,IPS,M5,Crystal City,Double,Yes,East,1.75,No,MON - FRI 8AM - 5PM,,,,58.95,,,,,2020/02/06 00:00:00+00,0,2019/05/09 11:43:23+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.8667484,-77.04720899,,LBPL,Yes,54086,1,Zone 144,L,1075975512
11878165.438652,7006681.79485923,1885,2969,Active,SU0801N,,Arlington County,800,N STUART ST,9th ST N,WILSON BLVD,54123 - SU0801N,,INSTALLED 5/21/10,2010/05/21 00:00:00+00,,No,133,2,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,96.55,,,,,2021/02/23 00:00:00+00,8.75,2019/05/09 11:43:39+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.88044896,-77.11151493,,NST9TWIE,Yes,54123,6.5999999,Zone 141,A,1076018555
11878338.410747,7006446.52695706,1886,3590,Active,WI04102N,,Arlington County,4200,WILSON BLVD,N GLEBE RD,N RANDOLPH ST,54151 - WI04102N,,REINSTALLED 2/14/19,2019/02/14 00:00:00+00,,No,42,2,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,99.93,,,,,2021/03/23 00:00:00+00,28.25,2019/05/09 11:43:54+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.87979586,-77.11091989,,NWIGLRAS,Yes,54151,2.0999999,Zone 142,A,1079302094
11888541.2637008,7010628.83256881,1887,1559,Permanently Removed,FM1321N,,Arlington County,1300,FORT MYER DR,ARLINGTON BLVD,12th ST N,,,CONVERTED TO CALE 2/21/18,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:04+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.89084864,-77.07485583,,,No,54474,1,,,1080586689
11894849.5306118,6996463.44948231,1888,1436,Permanently Removed,EA2425S,,Arlington County,2400,S EADS ST,24th ST S,25th ST S,,MISSING ID,"PERM REMOVED 09/17/2016, MULTI METER CONVERSION",2016/09/17 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Crystal City,Single,,East,,No,,,,,,,,,,2016/09/17 00:00:00+00,0,2019/05/09 11:43:01+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.85168798,-77.0534798,,SEA2425E,No,54042,1,,,1080864129
11882424.0712108,7008155.85391897,1889,37,Permanently Removed,103126N,,Arlington County,3100,10th ST N,N HUDSON ST,N IRVING ST,,,INSTALL DATE- UNKNOWN,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:24+00,2024/09/23 10:19:10+00,2024/10/13 02:10:31+00,38.88431806,-77.09647777,,N10HIIRS,No,54279,1,,,1081353572
11882415.5006899,7009668.20949006,1890,187,Permanently Removed,133106N,133108N,Arlington County,3100,13th ST N,N HERNDON ST,N HARTFORD ST,,PERM REMOVED 12/12/15,,1970/01/02 00:00:00+00,2015/12/12 00:00:00+00,No,20,,MacKay,,Clarendon,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:28+00,2024/09/23 10:17:58+00,2024/10/13 02:10:31+00,38.88847046,-77.09642665,,N13HEHAE,No,54321,1,,,1081546761
